tweet,length,label
Narcotics terrorism counterfeit notes transporting terrorists  one can find footprints of  in every illegal activity in South Asia       ,141,0
                                                   ,56,
Almueddin mosque  a revolutionary islamic school in Algeria   When Algeria was colonised and frenchmen banned practising Islam this mosque was built in Sahara under the ground to preserve Islamic values for next Gen     ,225,0
 since20220423184654    is not China       to save   and   and   ,73,0
 Did you see how your damn prime minister was removed like trash from office One day we will remove Pakistan from the map and there will be a Loyee Afghanistan inshallah  ,173,1
 both are slaves one is British slave and other is Pakistani army and ISI slave ,80,1
Afghnaistan is currently under invasion and occupation by Pakistani invaders  to ,82,1
 could call him the Afghan Pirate  or perhaps   This gang has ruined the religion  the Pashtunism and even the Humanism I bet a real pirate  call my tweet an insult to the pirates     ,188,0
At least 2 Punjabi Pak soldiers were killed in separate battles in ketch district Balochistan   ,97,0
                                                      ,56,
   WTF This is progressive I say this is phukedup Just patroizing so that they dont harm youscarypoos ,114,0
 There is no difference bw  amp    Both are creation of pakistan to destabilise  and the region     ,106,1
  WTF is this Sorry but thankfully most of us are NOT Can you imagine a world full of themscaaaary  ,107,0
 What the hell Ridiculous Why is he doing this To respect others you dont need to become them Stay on the sideline and respect everyone Sorry but this looks like a sham to me ,184,0
The power of public and unitys We request to control that puppies of army while to become a big issues          ,115,0
Pakistani crying again hereEven after knowing reality Look again and do say   Is An         To   ,111,1
                                     ,55,
Thank you   for doing your Duty sincerely and honestly  intandem with ATS  seized 56Kgs narcotics worth approx 280 crore from  boat Al Haj with 09 crew on Indian side of Arabian Sea   ,190,0
Maharashtra and Bengal are same and have same CM of equal Mindset Not to Jai Shree Ram amp punish them by Shiv Sena Goons who Chant Hanuman Chalisa  But Muslims are allowed to Namaj on road   Rana Kapoor  Article 370 plea start in SC After Summer,248,0
 India blocks 16 YouTube channels which were spreading disinformation about Indias national security foreign relations and public order 6 of these are based in Pakistan Blocked channels had viewership of 68 crores     ,223,1
Reports 2 Punjabi Pak FC soldiers killed 15 injured in an accident in dera Ismail khan ,88,0
 Pakistani military has conducted air strikes on Afghan soil killing children Afghanistan is under Pakistani invasion and the Taliban is a proxy force of ISI We are coming after you Pakistan to burn you from inside     ,223,1
The current chaos in  would be a perfect opportunity for  to broker the peace deal he wanted to with  while he was in power This could boost terrorism in the AfPak region          ,183,0
 amp  are both no less and have mercilessly killed Afghans  High time  amp      ,85,1
Same old rant with more gusto every time but practically no solutions          ,81,0
Can the world now unanimously decide to  to end the plight of the Afghans       ,81,0
The state is beingexploitedfrom 2 directions One is from  and the other is from its proxy  External assistance is the only hope in this perilous situation that could give  their life back 22  to stop    ,208,0
Every nation in the world that is fortunate enough to have an established legal and justice system owes it to  to come forward and assist them 12  ,151,0
A     Desir Great Hero   On the occasion of his death I offer flowers with devotion and respect   ,99,0
The  and  are discussing peace They are the ones responsible for disrupting peace amp stability in  amp the region         ,129,0
 has been one of the major supporters of  and the world knows that  We cannot sit back and watch while  and its proxy  mericilessly kill innocent Afghans        ,163,1
A senior official from the  ministry of defence visited the site of  airstrike and paid money to the survivors  Will the money be able to bring back innocent people  deserve justice           ,195,1
How many more lives must be lost as a result of this heinous yet widely accepted practice by     ,97,0
 will soon be beset by all of its neighbors because of its malicious activities and crossborder terrorism How long will  continue to massacre innocent people in the name of terrorism      ,191,1
Terrorists are used as a cover by PAK to slaughter innocent civilians Given the prevalence of  in  its unsurprising that theyre committing genocide within PAK amp in AFG to assertain supremacy     ,203,1
World is preoccupied with the UkraineRussia conflict amp  is making the most of this opportunity to attack  This should not be ignored amp  should face repercussions        ,180,0
Even if  claims they did not carry out the airstrikes the world knows the truth innocent lives were lost as a result of their actions Just as they know Pak harbors terrorists despite their denials     ,206,1
 has been engaged in wreaking carnage in India and  They murder unarmed  and  on a daily basis while the international community remains silent     ,150,1
  Pakistan killed 47 Afghan women amp children with Chinese drone    ,72,1
 why arent we taking essential action against  when so many countries are protesting its barbarity and ongoing human rights violations What exactly are we waiting for     ,174,0
  Well support your Hardwork and Dedication And its a Promise that Balochistan will be independent before 2024  will     ,123,1
 Bold Work M A  Definitely Pakistan will never come out of FATF Grey List And We will Definitely      ,102,1
Border Security Force seizes Heroin worth 700 crores in  Pakistan has nothing to offer the world except drugs and Terrorists   for Real  ,137,1
Its twice I wanted to take away from all these conflicts But how would our soul let us stay relaxed for a moment  My Watan and my generation are invaded  it makes my night Darbadar  Shame Shame Taliban       Afghanistan  ,227,1
Reports IMF agrees to Pak request to extend the Pakistan bailout programme by another year and increase the loan size to 8 billionAapne Ghabran Nahi loan lete rehna hain    ,176,1
If   didnt  we will face more  in the region and world There are more than 60000 terrorists centers under the name of Madrassa So lets by  save the   ,152,1
 will increase lots of Inflation in Pakistan Pakistan will face Stagflation if Beggar Shehbaz Sharif excepted all the rules of IMF    2Billion Loan will increase Stagflation in Pakistan Thank you    ,205,0
What the  700 CR  Border Security Forces seized Heroin in   has nothing of good except  and   for Real        ,122,0
 You have no balls left you mess with the US you lose your balls You shouldve left Afghanistan alone did not lick Putins and Xis      ,151,1
 You have no balls left you mess with the US you lose your balls You shouldve left Afghanistan alone did not lick Putins and Xi      ,149,1
 Same tricks used by their Punjabi Masters HQ Army in Islamabad ,64,1
 The Hazara and all other ethnic minorities are in danger The Taliban moves from one group to the next when committing their atrocities    ,145,0
 The Pakistan army head quarters HQs are the safe haven of terrorists Afghans are the victims of the terrorism produce train armed and nurished in Pak army HQs ,166,1
  u Dont understand Ready for FATF Grey list again for the next 1 year Now Pakistan will be in FATF Grey List till June 2025 and so on     will end Pakistan ,163,1
This is what  network amp supportersapologists are doing with innocent civilians in  to  from Pakistani proxies  ,117,1
 What a nice joke He is talking about the Pakistan who created trained funded amp Supported the Many Terrorist Groups amp Occupied Afghanistan by them from which he himself is One of those Punjab Produced    to  from ,227,1
Afghanistans main problem is the hypocrisy of Pakistan which has made the region isolated from the rest of the world and has also discredited the western countries because they trust Pakistan and do not act against it  ,221,1
Dont kill the lion of your village The Reynards of another village will eat you  to     ,91,0
Chiness terrorist army along side pakistani army are giving terrorist taliban training in Bagram Afghanistan China is a terrorist regime  free Taiwan we stands with Taiwanese ,175,1
Pakistan is that country no one can trust Pakistan is a root of conflicts      ,82,1
 Covert presence of Chinese military forces at Kabul airport in Afghanistan Former Afghan National Security Chief Rahmatullah Nabil says Chinese military commanders are training Haqqani network terrorists at Kabul airport   ,226,1
    Action must be taken before it is too late If the Afghan Resistance Front is not firmly and sincerely supported by the United States and the European Union Afghanistan will be directly dominated by China and Russia in the near future,241,0
Pakistan is root of every conflict because of them US couldnt end Taliban and now they are having issue with Taliban too        ,133,1
        Muslims dont have right to Kill innocent cows and Goats and eat them like Monsters     ,99,1
This incident was a week ago what about yesterdays air strikes against Khost   I still do not believe Pakistan is conducting air strikes in Afghanistan without coordination with the Taliban  ,194,1
                                                         ,59,
Rahai na k murdaro  Kaha ki shaheed islami mulk se lartai howai  Shame      ,79,0
Breaking Confirmation coming in that Taiban has used Anti aircraft guns on Punjabi PAF jets that violated Afghan airspace in Khost amp Logar provinces Damages to PAF expected but info not revealed  ,203,1
Pakistani TerroristBhikari Inshallah BLA will succeed and Baluchistan will be an independent country again Keep fighting baluch freedom fighters My humble request to govt of India please support Baluchistan freedom struggle  ,239,1
                                                         ,57,
  On Sunday Armenia marks 107 years since the  in which between 600000 to over a million Armenians were killed by the Ottoman Empire from 1915 to 1916      ,162,0
J and K on the path of development while POK languishes No wonder Pak is jealous and attempts to dislodge the even Bhikharistan tutega  PM to inaugurate lay foundation stone of projects worth Rs 20000 cr in JampK   ,225,0
Do you Believe these guys in power by Pakistani army and ISI   ,63,0
Crisis in Punjabi Pak Army as few factions angry with Bajwa for overthrowing Imran Khan Leading such faction is Ex DG ISI Faiz Hameed current corp comd who is known to be close to Imran Current Punjabi ISI chief supporting Bajwa  ,235,0
 Mullah Omar Wahhabism zai international terrorists    ,56,0
The security forces and decisionmakers are completely accountable for the gross human rights violations in the province      ,127,1
The rise in militancy from across the border has risen incessantly in the past 3 months and its the soldiers who are paying for  wretched gamble         ,154,0
Not only should the world  for its atrocities in  but also in  that has suffered a lot since seven decades       ,114,0
Journalists who exposed  torture extrajudicial executions and other human rights violations by  have been threatened assassinated or have just disappeared themselves       ,176,0
The decision to support  is finally paying off for  but not in the way they had intended for it to happen         ,115,0
Thats what you get for supporting a terrorist regime in your neighbourhood However with the increased militancy its the citizens which will face the brunt of it         ,173,1
   China should not be allowed to invest in the North East the land of Tamils ie Eelam Sinhalese is in no legit position to put Tamil lands for sale   We will definitely take back our land    ,201,0
   TamilEelam belongs to Tamil Nadu And We will definitely take it back       ,84,0
No better reason to  to  in order to prevent them being part of madrassahs that so the seed of terrorism    ,109,1
 the Prime Minister of  himself highlighted the issue of  in  Why are we still deafeningly silent about the heinous human rights atrocities that occur daily      ,164,0
The people who have fought wars amp protected the country are in danger I can only imagine what the general public must be subjected to on a daily basis  has defied all boundaries for all its heinous crimes   ,215,0
 suffer as a result of  invasion How long will the world wait to  ,67,0
Why hasnt any leadership taken action to stop the  in Balochistan and FATA This is definitely a concerted endeavor by  to maintain a tight grip and silence dissenting voices    ,180,0
 has destroyed itself and  by establishing terror hotspots   for sponsoring terrorism ,88,0
It is made possible because of  continued support to              ,66,0
  Ghabrana Nahin Joker is fooling people of Bhikharistan Bhikharistan Murdabad  ,85,1
                                                     ,55,
People are becoming aware that mullah yaqub the defense representative of the Taliban was lying when he said he wouldnt allow foreign forces acting against afghan land The issue is that Pakistan now considers afghanistan its own territory  ,242,1
  Compared to Ukraine the silence of the world on the Pakistani military aggressions  violation of Afghanistans sovereignty amp territorial integrity with killings of women amp children is simply disgusting     ,220,1
While Taliban and their Pakistani terrorsit friends mass killings of the Afghans continue  and people are dying of hunger  Disgusting Taliban creatures   ,165,1
The silence of the world on the Taliban atrocities as well as the PAK military aggressions  violation of AFGs sovereignty amp territorial integrity with killings of women amp children is simply disgusting   ,215,1
  What  is doing now is no less than Trumps insurrection ,59,0
                                                  ,52,
 Afghans are blaming Pakistan for it Pakistan is blaming Afghans for conflict around Quetta A few days ago i saw many Afghans use hashtag SanctionPakistan  Also Taliban is not listening to Pak either although they helped Taliban in getting Panjshir  God knows whats happening,281,0
                                                      ,54,
                                                     ,55,
Dont let  to divert our attention from attacking amp killing our people into our internal civil war and ethnisazation Every attack is a genocide against  ,157,0
Taliban has changed a lot They have learned publicity and power of social media Following  campaign Taliban released a kid they kidnapped two years ago  ,157,0
 Ok So these p have always been narrowminded then Good to know ,70,0
Look what the  hub called  is saying Please take back your  and keep them with the other terrorist groups youre breeding   to   ,130,0
Victory will never be found by taking the path of least resistance Anti  protest in DC by Afghan activists      ,114,0
Shameless people But to Allah they cant cheat and lie Really they dont fear Allah         ,94,0
                                                   ,55,
 Pakistani military has conducted air strikes on Afghan soil killing children Afghanistan is under Pakistani invasion and the Taliban is a proxy force of ISI We are coming after you Pakistan to burn you from inside     ,223,1
DC Brigadier Colonel Commandant tell where the terrorists come from      ,76,0
 And the world would get that Pakistan amp Iran should be sanctioned      ,80,1
The main reason of separatist actions in  is the bloated ego of the Punjabi Sunnidominated elite which refuses to budge in order to allow other nation components to ever prosper   ,183,0
The voices of the people of  have been muted by relentless attempts to destroy historical and cultural ties Locals have been alienated and dissatisfied as a result of  egregious human rights abuses and political meddling  ,224,0
 must not forget what it has done to  Its double standards are no longer hidden from the world Afghans seek justice       ,125,0
There is not an inch of humanity left in  Killing innocents without any repercussions has become a new normal International organisations have turned their eyes away from punishing such coldhearted murderers       ,217,1
International watchdogs must show solidarity and stand for Afghans whose lives have been made miserable by  If we dont stand up now we might be next  It is high time to       ,178,1
Killing unarmed civilians in the name of combating terrorism and then portraying  leaders as the worlds leading contributors to peace Killers with no remorse            ,173,1
Pakistan has yet to confirm if it was responsible for the deadly attacks Without a doubt This is because the  must be plotting a good story for the  govt to tell the world                 ,193,1
There is no use of having global organizations and having long talk shows on peace justice and solidarity if we cannot provide justice to  who have been facing  brutality  The world needs to         ,201,0
Calling itself an Islamic state and resorting to such heinousness that too in the holy month Shame               ,115,1
 committed war crimes and the world now knows about it Not even showing up and confessing demonstrates nothing but cowardice         ,136,1
Security forces making sacrifices What about the  Is that a benchmark for peace Certainly not     for all the atrocities     ,129,0
Balochistan meets 40 of  energy demands Despite this 466 of Baloch homes have no power Is this the longterm peace that has been promised  for atrocities committed against Baloch people   ,196,0
Taliban claimed peaceful  in 20 yrs Is that so More than 4 suicide attacks happened in different provinces within a week Taliban  at its best ,146,0
Pakistan Another Hindu girl  Kaveeta Kolhi abducted forcefully converted amp married off to her abductor in Sindh Family beaten and Police refuse to register case            ,180,0
 One of the best institutions of the world belongs to Pakistan   And that is terrorism  Pakistan is world famous in recoupment for the same  Islamifobia too is a good course there   ,182,1
Reports As per Army Intel Sources it was Punjabi Pak Air Force Pilot Fatima Ali supposedly from PunjabSindh region who is responsible for Klling 47 WomenChildren amp Men in KoshtAfghanistan last week       ,212,1
 3 Punjabi Pakistani soldiers killed in Dewagar area of North Waziristan District on PakistanAfghanistan border Pakistan Army ISPR claims that firing happened from Afghanistan territory  ,190,0
No doubt most of the ISIS attacks victims are our Hazara brothers amp sisters just like Pakistans sponsored terrorism victims are Pashtuns mostly   ,151,1
Pakistan killeding Pashtuns in Afghanistan and Pashtunkhwa since more than 40 years by its proxies just to dont let the Pashtuns be united   ,143,1
Fact Most of the victims of Pakistan sponsored terrorisms are Pashtuns Pakistan produced amp funded terrorists in Pashtuns areas in  amp Pashtunkhwa to weaken the Pashtuns so they wont be able to fight for Durand line or Pashtunistan   ,243,1
 Free Balochistan  Free Sindhudesh  Free Pashtunistan from Punjabi Pakistan ,78,1
Do you think Pakistan has anything in progressive education to teach the world that someone would be interested in going there for education   ,145,1
  No one asked for a gul khan Punjabi slaves opinion ,54,1
This is happening while   is still visiting bakistan        ,60,0
What about drawing attention to the PAK military aggression and attack on AFG    PAK violated the sovereignty and territorial integrity of AFG incl international norms  Women amp children are the main victims Sham on your silence     ,243,1
                                                        ,57,
   The Talib PAK Junta invaded the country and selling it to their Chinese masters    ,87,1
One word Afghan life matters  In Afghanistan everyone is targeted as afghan     ,81,0
            from  proxy war w  using  terrorists to target political foes   ,77,0
                                                          ,60,
Exactly The Taliban are responsible   plan and conducted the terrorist attacks and atrocities together with their PAK terrorist friends    ,143,1
 While you remain silent on the PAKmilitary aggression and attack on AFG  violating its sovereignty and territorial integrity incl international norms    Main victims  women amp children Your silence is disgusting        ,230,1
  Yeh its hard to watch amp know most of us regular folks cant do anything more than we already are doing about it Im sofor our friends including animals suffering in danger in the Middle East       ,204,0
    The new PAK PM  started his term with military aggression and attack on AFG  violating its sovereignty and territorial integrity incl international norms    Main victims  women amp children Your silence is disgusting        ,237,1
                                                      ,57,
The Pakistan army head quarters HQs are the safe haven of terrorists Afghans are the victims of the terrorism produce train armed and nurished in Pak army HQs ,165,1
    The Pakistan army head quarters HQs are the safe haven of terrorists Afghans are the victims of the terrorism produce train  armed and nurished in Pak army HQs ,170,1
I have also heard that theres a huge Pakistani presence behind the scenes supporting and directing the taliban in every move even conducting meetings to bring them together when they have fighting between factions  to ,220,1
 This is what Pakistanbacked Taliban wants They released all prisoners when they took over by military force Pakistan has turned Afghanistan into a base for global terror again ICC must hold Pak account for these war crimes amp genocide  to ,248,1
 This is the peace safety amnesty amp end of war that many like Pakistan Imran Khan Khalilzad Hamid Harzai amp many others lied to the world about that Taliban had brought They deserve to be held  for these war crimes and genocide   ,250,1
Men have been choked and slaughtered by thieves for thievery in Kandahar   No humanity    ,90,1
                                                 ,56,
Bagram is manned again and Ive heard that the occupants are either Americans Chinese Russians or Pakistanis  Theyre most definitely Pakistanis illegally occupying  after the coup by their Taliban proxy  God willing we will kick them out too ,250,1
The repeated resurgence of  against the resistance in  means  continues to replenish the coffers of the terrorist organization to prolong their reign of terror        ,168,0
How many more innocent Afghans will have to die for the world to      ,70,0
Some people work hard in win the pass to hellfire Mistreat and kill others wake up the anger of Allah and you win the hellfire That is what say Allah your teacher lie to you your teacher is the voice of Shaytan     ,221,0
Be it within its borders or the territories it occupies illegally  eliminates minorities wherever they are            ,120,1
 is digging its own grave with every such attack on the poor amp helpless Afghans       ,91,1
Where are those lengthy vows by the  proxy  to restore peace in  When will the chaos in the region come to an end        ,122,0
The only reason they fled  was  itself The world must know this too       ,76,0
Larger plan is in the process of implementation Terrorism spread training export is in the way literally it is used as a place to export terrorism   Isnt it time to Sanction,182,1
,,
Taliban killed after kiddnaping Afghan army officer in kabul               ,76,0
DEADLY attack on Punjabi PAK army post from Afghanistan  Hafiz Gul BahadurMore details awaited  ,97,0
we all know who are behind the jihadi terrorists who did this  same guys who lecture the most and act the worst of the opposite on  ,132,1
                                                    ,54,
Breaking 6 Punjabi Pak Armymen including Major Shahid eliminated by Baloch Freedom Fighters in PanjgurBalochistan   ,119,0
Mysterious murders are being committed everyday throughout Afghanistan Former Afghan soldier Rasoul Khan Mangal a resident of Paktia province was arrested by  in  and tortured to death       ,195,0
 Pakistani military has conducted air strikes on Afghan soil killing children Afghanistan is under Pakistani invasion and the Taliban is a proxy force of ISI We are coming after you Pakistan to burn you from inside     ,223,1
 Pakistani military has conducted air strikes on Afghan soil killing children Afghanistan is under Pakistani invasion and the Taliban is a proxy force of ISI We are coming after you Pakistan to burn you from inside     ,223,1
 41 women amp children died in Pakistani air strike using Chinese Drone media reports    ,91,1
 If Muslims of minority sect have to face such tough times in Islamic Republics then the plight of nonMuslims must be unimaginably horrifying       ,151,1
  If Muslims of minority sect have to face such tough times in Islamic Republics then the plight of nonMuslims must be unimaginably horrifying       ,152,1
  President Biden Why you are calm against Pakistan Are you really dont know tha Pakistan is a terrorist state All terrorist groups including Taliban are produce and armed by Pakistan Why you closed girls schools through Taliban  if u r not terrorist,259,1
The US Gov is both corrupt amp grossly inkompetent and much more  It a betrayer of its allies       ,106,0
 should   should   should    should    Should  or  because she is AntiNationalist,85,0
                                                         ,72,
Yet they have interest in creating disturbance in neighboring countries  is awake today and will not allow this fake  setup to disturb Peace    Pakistans gross debt to be 713 pc of GDP in 2022    ,199,1
 President Biden Why you are calm against Pakistan Are you really dont know tha Pakistan is a terrorist state All terrorist groups including Taliban are produce and armed by Pakistan Why you closed girls schools through Taliban  if u r not terrorist,258,1
You Miss Them Right They Will Be Back Very Soon Inshallah   ,61,0
Is there any defrance between khost attacks and kabul attack  We are not shia and sony hazara or pashtoon we are Afghan people ,130,1
Friendly reminder  are not Afghans they are made Jun Pakistan by Pakistani army and ISI ,89,1
Look at my future  This is done to me by Panjab establishment Why The world must answer Why from 40y  is bleeding            ,132,1
The  sole this  boys family rations for    Wheres the accountability for  for the People of  when the  steal  food from   aid and food    ,139,0
Eternal enemies can not divide us at all We never had sects issues in Afghanistan and were strong and do have strong bond ,124,0
 while is  dont forget to visit the house where Osama Bin Laden was found   to ,79,1
Poverty amp hunger in  The Taliban punished the child for stealing two onions   The  are evil  who starved an entire country of ppl to death The  do      ,160,0
Seattle play Selling Kabul depicts the struggles of Afghans who worked with the US in the past 20 yrs and were abandoned once the Taliban took over They are now targeted by the Taliban and have to go into hiding or die      ,226,0
                                                                  ,,
  We need Canada to designate Pakistan as a state sponsor of terrorism Pakistan has orchestrated the Taliban takeover at Doha peace talks and tried to deceive the world to recognize Taliban Pakistan lied to the world about Taliban having changed ,251,1
 This is what Pakistanbacked Taliban wants They released all prisoners when they took over by military force They have turned Afghanistan into a base for global terror again Canada has also failed to rescue its own Afghan allies in hiding  to ,248,1
 where are your thoughts and prayers for this Islamophobic attack or do Hazara and Shia lives not matter   We know what you stand for and that you endorse Pakistans illegal occupation of POK          ,203,1
 has returned since this morning in a state of war and therere signs Pakistan is behind it through proxies  What is the  regime going to do in terms of concrete and immediate actions  ,188,1
Taliban and any terrorist arent muslims they dont obey in nothing to Allah           ,87,0
We do not need your sympathy but controlling  THUGs   ,56,0
 President Biden Why you are calm against Pakistan Are you really dont know tha Pakistan is a terrorist state All terrorist groups including Taliban are produce and armed by Pakistan Why you closed girls schools through Taliban  if u r not terrorist,258,1
 This is what Pakistanbacked Taliban wants They released all prisoners when they took over by military force They have turned Afghanistan into a base for global terror again  to ,182,1
WTF is going on Afghanistan is under full scale invasion and attack of Pakistan Wt the hill these thugs and puppets are doing and not avoiding such a cruel attacks     ,171,1
 This is the same Pakistan Punjabi Branch wherein they are Trained amp backed by Punjabi Pak Army amp Punjabi ISI ,118,1
 This is what Pakistanbacked Taliban wants They released all prisoners when they took over by military force They have turned Afghanistan into a base for global terror again  to ,182,1
This little  girl wants the  to leave   to  from  terrorists             ,74,0
The innate evil belief of both   and  visavis  eliminating  Muslims will be the reason for the continuance of religious terrorism in         ,143,1
Whats happening in  is but a repeat of  reign of terror in            ,71,0
The fact that  is not experiencing the consequences of its crimes is a big warning for the international community which has failed to stand up for         ,157,0
 will continue suffering from terrorist attacks until the world unanimously decides to   ,89,0
I sense all of this has something to do with the recent developments in Pakistan   ,83,0
It is a subtle message by  to the world to call out Pakistans atrocities       ,81,1
This is the condition of our Afghans  ISIS again   ,53,0
The presence of Pakistanbred terrorists in Afghanistan and Pakistan has left the Afghan with no breathing space Is it not a fair reason to        ,148,1
While the local population is consumed with domestic politics this is what  military is doing behind their backs Killing children amp women in the name of fighting terror       ,182,1
                                                   ,,
Clearly the Talib Junta is behind this savagery act  They attack the school to shift the attention form their PAK friends violation of AFGs sovereignty and territorial integrity      ,187,1
For free and independent  join us and use the pictures below on your profile picture please                 ,109,0
                                               ,,
Taliban dont have a religion   They worship death northing else   They are brainwashed at the dirty PAK madrassas to brutalise and kill the AFG people  ,156,1
 Why is  and international media silent about the other AFG children victims slaughtered by the terrorist state of PAK  The parasite state of PAK violated AFG sovereignty and territorial integrity    ,205,1
Taliban cabinet issued an order to Ministry of Communications and Information Technology to ban PUBG and TikTok in  Wait what will more will come in the future from savage     ,176,0
Breaking  4 Taliban Terr0rist killed 3 injured in IED blast near their convoyin nangarhar province Afghanistan  ,113,0
Tricolour flag  Kandahar Afghanistan  Missing those days          ,67,0
KandaharAfghanistan Missing those days             ,52,0
On daily basis  network Supporters amp apologists are torturing killing abducting innocent  civilians            ,116,0
 network and  supportersapologists get lost from our country           ,73,0
   Pakistan does not want to stop training terrorists and killing Afghans The world was silent for the past 40 years and still silence   ,139,1
For free and independent  join us and use the pictures below on your profile picture please          ,102,0
   same on you for sitting with animals who rape and kill little kids and sell their organs,92,0
    for terrorism Please talk about the funding of Taliban and Please tell them to take them back to punjab,109,1
Pakistan is a living hell for its minorities and yet  takes zero notice      ,78,1
 for the crimes it has committed against the Sikhs amp Hindus of pakistan,76,1
  Both    wearing tight pants Why not she also met ampdemanding from Taliban amp ImranKhan to open school amp colleges and remove restrictions on wearing burqa for Afghan girls as wellFor Afghan girls school amp colleges are closed from 290 days    ,258,1
The hypocrite  says on the one hand there is an American conspiracy against him and on the other hand he is engaged with the Americans          ,147,1
Mr  I know it can sometimes be hard to represent an international agency and wrote lessdiplomatically But have a look at the comments on your tweet and support the stateless Afghan nation against a Pakistani invasion  ,222,1
 Thank you for a good speech but dont forget to get answer from  this country is a Cancer for all religions and faith,120,0
Dear all    is supporting terrorist state leaders Please big no to terrorists supporters No more Votes  to     We are Muslim but we do not support Terrorist States and their leaders   ,188,1
Anger and frustration never helps Its better to think about the solution   ,77,0
It was military planes from Pakistan that carried out the attack why cant you name the perpetrators If you were really concerned you would call the responsible partys out  ,175,1
Its confirm all organisations and super power countries work for their benefits with pakistan for supporting terrorism thats why none of them mention terrorist pakistan even though these all happens by Pakistani armies  terrorist country,241,1
 Its confirm all organisations and super power countries work for their benefits with pakistan for supporting terrorism thats why none of them mention terrorist pakistan even though these all happens by Pakistani armies  terrorist country,242,1
It defeated 42 countries but could not respond to the bombardment of an oppressive neighbor ,94,1
 Pakistan deserves designation of state sponsor of terrorism They have orchestrated the Taliban takeover at Doha talks war crimes and genocides in Afghanistan and now this recent airstrike killing children    ,212,1
When will  network stop killing innocent civilians in           ,64,0
 importing pine nuts from  to  claiming it from      ,53,0
Will this little girl grow up knowing her Daddy now that the  have disappeared him             4  ,99,0
 Pakistan has orchestrated this genocide of Tajiks in Panjshir They are trying to destroy the resistance in Panjshir to Pakistans global terorrist agenda ,156,1
 President Biden Why you are calm against Pakistan Are you really dont know tha Pakistan is a terrorist state All terrorist groups including Taliban are produce and armed by Pakistan Why you closed girls schools through Taliban  if u r not terrorist,258,1
  When you teach innocent kids hatred to destroy neighoursthats scary  Pakistan is in tha Bag Thats a great grape  Standard of education seemingly in top notch school in        ,181,1
Taliban are following the footsteps of GHQ in  torturing killing and threatening  journalists They terrified those who raise their voice against them   ,155,0
  I was talking about Afghan accounts not videos they literally have their flags all over it and spit venom Are you going to say they arent Afghan You had a whole trend for SanctionPakistan daal khor napaki porkistan You even pass Islamic rulings calling them munafiq,281,0
Why is the HRW silent about other bleeding AFG children  Those that were killed as results of the Pakistani aggression and airstrike  PAK violated AFGs sovereignty  international norms and committed crimes against humanity     ,233,1
This little girl wishes Taliban be gone scaring the journalist      ,70,0
  The hashtag  must stay alive and must be used as long as the world community start sanctioning this nest of Shaytan,117,0
Isnt it true that every non Muslim in  and  are killed for they arent considered human beings       ,104,1
Such ghastly images will continue to emanate from  until the world stands up to        ,87,0
 You pakistani terriost are making this types of    You yuthiya and company have to care your Nashedi Khan and his pinki peerni ,129,1
Same as Pakistan sponsored terrorism in Afghanistan  ,54,1
As long as the  controls the country there will be no peace         ,70,0
Both ISIS and the Taliban are made up of Pakistan and the United StatesISISampHimarti talibans are both sides of one coin    ,129,1
Humanity will continue to remain dead in  till the time  continues to rule it   ,81,0
 is emulating  method of systematically targetting Shias The  Taliban have learned their lesson in hatred from  quite well    ,128,0
   Why not condemning PAK military aggression amp the violation of AFGs sovereignty amp territorial integrity  PAK breached inter norms  slaughtered AFG women amp children  Shame on parasite amp terrorist state of Dirtystan      ,244,1
The war on terror that  claimed to have waged was infact a war in support of terror Which was spread throughout  amp neighbors with the borrowed money from West           ,175,1
The world should shed its naivety and  Because it is time to call out Pakistan and put an end to their saga of bloodshed ,122,1
 is destabilizing the territory There is already a rampant migrant crisis amp then the  leadership shows favoured support to the  The blood of these people is on Pak leaders hands      ,189,1
 soldiers are being used as pawns dying for an exploitative regime that could not care less for the lives of the soldiers if it helps them in pursuing their agendas of exploitation and radicalism          ,207,1
The ground realities are quite different than what exPM  might have envisioned when he delivered the line broken the shackles of slavery        ,148,0
If it were any other part of the world international media would jump to the peoples cause but not in                ,120,0
And what will the investigation committee look for How many  died Why didnt they kill more How many more could be targeted           ,138,0
 is itself to blame for such huge casualties in absence of war Its policies have empowered the radical militant organizations which have increased the militancy in the region and have put civilian lives at risk      ,218,0
 Me too I am Pashtun but I am also Hazara                                                                                   ,127,0
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
Good relations   The new PM of terrorsite state of PAK started his term with attacking AFG on its soil  violating its  sovereignty amp territorial integrity  He slaughtered the AFG women and children   Very soon PAK will be destroyed by its own terrorists   ,269,1
 I am Hazara Pashtun Tajik and Hazara we are one Afghanistan  and nobody can Sprite us                       ,113,0
